Student_Unique_ID,Age,Gender,Home_Location,Family_Income,Attendance_Rate,Study_Hours,Past_Failures,Previous_Score,Exam_Score,Internet_Access,Sleep_Hours,Motivation_Level,Peer_Influence,Smoking_Habits,Alcohol_Use,Sports_Participation,Cultural_Activities,Club_Membership,Leadership_Role,Volunteer_Hours,Competitions_Attended,Awards_Received,Creative_Projects,Performance_Label,Region,Class,Section,Parental_Education_Level,Parental_Occupation,Study_Environment,Access_to_Tutoring,Mental_Health_Status,Nutrition_Quality,Transport_Mode,Device_Availability
S8_S_B_0001,13,Male,Urban,Medium,80.61,5.9,2,83.31,48.2,Yes,5.9,High,Negative,Yes,Yes,No,Yes,Yes,Yes,14,7,2,2,Low,South,8th,B,,Teacher,Quiet,Yes,Stable,Poor,Car,No
S11_N_C_0001,16,Male,Urban,Low,87.08,3.2,3,68.03,58.13,No,4.6,Low,Negative,No,No,Yes,No,Yes,Yes,2,4,3,4,Low,North,11th,C,Bachelor,Teacher,Shared,No,Stressed,Good,Bus,Yes
S9_N_D_0003,14,Female,Urban,Low,83.09,2.0,3,74.65,53.46,No,6.0,Low,Positive,No,No,No,Yes,Yes,Yes,10,0,0,4,Medium,North,9th,D,Bachelor,Engineer,Noisy,Yes,Anxious,Average,Bus,No
S8_W_C_0002,13,Female,Suburban,Medium,95.09,4.7,0,40.15,81.98,Yes,5.2,High,Neutral,No,Yes,No,No,Yes,Yes,9,7,2,4,Low,West,8th,C,High School,Teacher,Quiet,Yes,Stressed,Good,Cycle,No
S9_E_B_0002,14,Female,Suburban,Low,96.3,5.4,3,75.37,97.79,No,4.0,Low,Positive,No,No,Yes,No,No,No,8,9,3,2,Low,East,9th,B,High School,Engineer,Noisy,Yes,Anxious,Good,Cycle,No
S11_W_A_0001,16,Male,Urban,Medium,91.82,2.6,0,92.19,94.76,Yes,4.7,High,Neutral,No,Yes,Yes,No,No,No,17,4,4,4,Low,West,11th,A,High School,Teacher,Quiet,Yes,Anxious,Good,Bus,Yes
S8_W_A_0002,13,Female,Suburban,Medium,84.48,5.1,2,66.33,43.44,No,8.1,High,Positive,Yes,Yes,Yes,No,Yes,Yes,1,7,3,1,Low,West,8th,A,High School,Farmer,Quiet,Yes,Anxious,Average,Cycle,Yes
S10_W_D_0001,16,Female,Urban,Low,87.76,3.4,3,46.38,66.66,No,8.5,High,Positive,Yes,No,No,Yes,Yes,Yes,14,1,3,1,High,West,10th,D,,Farmer,Shared,Yes,Stable,Poor,Car,Yes
S7_E_D_0002,13,Male,Rural,Low,91.21,5.9,2,64.36,94.68,No,5.6,High,Positive,No,Yes,Yes,No,Yes,Yes,11,1,1,0,High,East,7th,D,Bachelor,Teacher,Quiet,No,Stable,Poor,Cycle,Yes
S12_W_C_0002,17,Male,Rural,Medium,90.13,4.7,0,95.53,62.81,Yes,6.9,Medium,Positive,No,Yes,No,No,Yes,Yes,12,8,3,2,Low,West,12th,C,,Engineer,Quiet,Yes,Anxious,Average,Walk,Yes
S12_E_B_0001,17,Male,Rural,Medium,88.11,4.2,2,42.88,77.73,No,7.9,High,Negative,No,Yes,No,No,No,No,3,0,3,4,Medium,East,12th,B,Bachelor,Unemployed,Quiet,No,Stressed,Good,Bus,No
S8_W_A_0003,13,Female,Urban,Medium,93.88,1.9,2,53.89,78.63,No,8.4,Medium,Positive,No,Yes,Yes,No,No,No,6,7,0,2,Medium,West,8th,A,Bachelor,Farmer,Quiet,No,Stressed,Poor,Car,No
S8_S_B_0002,13,Male,Urban,Medium,91.15,3.3,1,71.66,98.95,No,6.7,Low,Neutral,Yes,Yes,Yes,Yes,Yes,Yes,11,4,2,1,Medium,South,8th,B,Master,Teacher,Quiet,Yes,Stable,Good,Walk,No
S6_N_D_0001,12,Female,Urban,High,82.96,5.9,1,60.89,86.84,Yes,6.4,Low,Positive,Yes,Yes,Yes,Yes,Yes,Yes,15,6,2,1,Medium,North,6th,D,Bachelor,Farmer,Shared,No,Stable,Good,Car,Yes
S9_N_A_0004,14,Male,Urban,High,94.23,3.7,2,59.39,99.82,Yes,4.9,Medium,Negative,Yes,No,No,No,Yes,Yes,2,9,3,3,High,North,9th,A,Master,Farmer,Shared,Yes,Stressed,Average,Bus,No
S7_N_D_0004,12,Female,Urban,Low,94.9,3.9,2,40.99,98.0,No,4.8,Low,Neutral,No,Yes,Yes,No,No,No,9,0,2,1,Medium,North,7th,D,Master,Unemployed,Noisy,No,Stable,Poor,Cycle,No
S7_E_C_0002,13,Female,Urban,High,95.79,4.5,2,44.91,65.51,Yes,7.7,Low,Positive,No,Yes,Yes,Yes,No,No,13,6,0,3,Low,East,7th,C,,Engineer,Shared,Yes,Stable,Average,Car,No
S12_S_A_0002,17,Female,Rural,Low,88.17,3.9,3,72.34,68.99,Yes,5.8,Medium,Positive,Yes,No,Yes,No,No,Yes,18,8,2,2,Medium,South,12th,A,Master,Farmer,Quiet,Yes,Stable,Poor,Cycle,Yes
S6_E_C_0002,12,Male,Suburban,Low,84.94,3.4,2,77.66,78.18,Yes,5.3,Medium,Positive,Yes,Yes,No,No,Yes,No,2,8,4,3,High,East,6th,C,Bachelor,Unemployed,Noisy,Yes,Anxious,Good,Bus,Yes
S8_E_A_0004,13,Male,Suburban,Low,85.47,5.4,0,78.07,42.83,Yes,5.0,Low,Neutral,Yes,Yes,No,Yes,No,No,19,9,2,1,Low,East,8th,A,Master,Farmer,Noisy,No,Stressed,Good,Car,Yes
S11_S_C_0002,16,Male,Suburban,Medium,90.26,5.6,0,87.22,91.5,No,5.5,Low,Positive,Yes,No,No,No,Yes,No,0,9,3,0,Low,South,11th,C,High School,Farmer,Quiet,No,Stressed,Poor,Bus,No
S9_W_B_0001,14,Male,Rural,High,90.81,3.4,1,52.31,47.94,No,8.0,Medium,Negative,Yes,Yes,Yes,No,No,Yes,16,7,0,3,Medium,West,9th,B,Bachelor,Farmer,Shared,No,Stressed,Poor,Car,No
S6_E_C_0003,11,Female,Urban,High,87.59,4.1,0,66.81,86.42,Yes,8.3,High,Neutral,Yes,Yes,Yes,Yes,Yes,No,18,8,3,3,Low,East,6th,C,Bachelor,Engineer,Noisy,No,Stable,Poor,Car,No
S8_E_C_0004,14,Male,Urban,High,94.64,1.1,0,95.68,87.23,Yes,5.5,High,Neutral,Yes,No,No,No,No,No,7,6,1,1,High,East,8th,C,Master,Farmer,Quiet,Yes,Anxious,Poor,Car,Yes
S8_N_D_0003,13,Male,Suburban,Medium,76.76,4.2,1,45.85,71.65,No,6.7,High,Positive,Yes,Yes,Yes,No,No,No,2,9,4,4,Medium,North,8th,D,Master,Unemployed,Quiet,No,Stable,Poor,Car,No
S9_W_A_0001,14,Female,Rural,Low,84.23,2.9,3,41.91,84.14,Yes,5.1,High,Neutral,Yes,No,Yes,Yes,No,No,3,9,3,3,Medium,West,9th,A,Master,Engineer,Noisy,No,Anxious,Average,Cycle,No
S8_E_B_0001,14,Male,Rural,Low,90.73,3.2,2,43.73,84.22,Yes,5.2,High,Neutral,Yes,No,Yes,Yes,Yes,Yes,13,6,0,1,Low,East,8th,B,Bachelor,Unemployed,Shared,No,Anxious,Average,Cycle,No
S10_S_B_0002,16,Male,Rural,High,78.84,1.6,3,83.51,56.64,Yes,8.7,Low,Positive,Yes,No,Yes,No,Yes,Yes,10,6,1,1,High,South,10th,B,Bachelor,Engineer,Shared,No,Stable,Poor,Cycle,Yes
S8_N_A_0002,14,Male,Rural,Medium,98.46,1.8,0,64.6,88.13,No,8.0,High,Positive,Yes,No,Yes,Yes,Yes,Yes,12,1,2,4,Medium,North,8th,A,Bachelor,Unemployed,Quiet,No,Stable,Poor,Cycle,No
S8_N_C_0001,14,Male,Suburban,Low,79.45,2.8,1,54.45,89.38,Yes,4.6,Medium,Neutral,Yes,No,No,No,No,No,6,7,1,1,Low,North,8th,C,Master,Unemployed,Shared,No,Stressed,Average,Bus,No
S11_S_A_0004,16,Male,Rural,Medium,85.09,4.1,1,43.21,43.91,No,7.1,High,Negative,No,No,Yes,Yes,No,No,3,7,0,2,High,South,11th,A,,Unemployed,Noisy,Yes,Stable,Poor,Bus,No
S7_S_D_0001,13,Male,Suburban,High,91.4,4.5,3,49.39,43.83,No,5.2,High,Negative,Yes,No,No,No,No,No,14,3,2,1,Medium,South,7th,D,Bachelor,Engineer,Shared,Yes,Anxious,Good,Bus,Yes
S10_N_D_0001,15,Female,Suburban,High,93.23,1.3,0,89.34,92.14,Yes,7.0,Medium,Neutral,Yes,Yes,No,Yes,Yes,Yes,10,5,4,4,Low,North,10th,D,Master,Teacher,Quiet,No,Anxious,Poor,Car,Yes
S9_N_D_0004,14,Male,Urban,Low,84.3,2.3,3,69.72,85.92,Yes,7.4,Low,Neutral,Yes,Yes,Yes,Yes,No,Yes,1,2,0,3,Medium,North,9th,D,Bachelor,Teacher,Shared,No,Stable,Good,Car,Yes
S6_N_B_0001,12,Female,Rural,Medium,86.16,2.9,1,94.66,40.42,Yes,5.3,Low,Positive,Yes,No,No,No,Yes,Yes,4,7,0,4,High,North,6th,B,,Engineer,Quiet,No,Stressed,Average,Cycle,No
S9_N_C_0001,14,Female,Rural,High,85.46,4.8,0,71.54,59.87,No,8.4,Low,Neutral,Yes,No,Yes,Yes,Yes,Yes,6,5,3,1,Low,North,9th,C,High School,Farmer,Noisy,No,Stressed,Good,Car,Yes
S9_N_C_0002,14,Female,Urban,High,83.22,4.0,0,60.46,68.42,No,8.9,Medium,Negative,Yes,No,Yes,Yes,No,Yes,14,2,3,3,Low,North,9th,C,,Engineer,Quiet,No,Stressed,Average,Bus,No
S11_W_A_0002,16,Female,Urban,Medium,75.67,2.8,0,60.52,97.57,No,8.3,Low,Positive,Yes,No,Yes,Yes,No,No,4,6,3,0,High,West,11th,A,High School,Farmer,Quiet,No,Anxious,Poor,Bus,No
S11_S_C_0003,16,Female,Suburban,Low,95.06,3.3,2,84.72,95.38,No,9.0,High,Neutral,Yes,No,No,No,Yes,No,10,1,1,3,High,South,11th,C,Bachelor,Engineer,Quiet,Yes,Stable,Good,Walk,No
S12_W_C_0003,17,Male,Urban,Medium,91.73,2.2,1,89.06,59.1,No,8.7,Low,Neutral,Yes,Yes,Yes,No,No,Yes,9,6,4,4,High,West,12th,C,,Engineer,Noisy,No,Anxious,Poor,Bus,Yes
S6_S_D_0002,12,Male,Urban,High,75.48,2.9,0,61.59,48.57,No,5.4,Medium,Negative,No,Yes,No,Yes,No,Yes,1,3,3,0,Low,South,6th,D,,Teacher,Shared,No,Stable,Average,Cycle,No
S9_W_B_0002,14,Male,Urban,High,84.48,2.0,2,78.02,57.08,No,6.2,High,Positive,Yes,No,Yes,Yes,No,Yes,8,3,3,2,Medium,West,9th,B,Bachelor,Engineer,Noisy,No,Anxious,Poor,Bus,Yes
S7_E_B_0001,13,Male,Urban,Medium,78.78,4.3,0,85.67,98.4,Yes,7.5,High,Negative,No,No,Yes,No,Yes,No,10,0,3,0,Low,East,7th,B,High School,Unemployed,Quiet,Yes,Anxious,Poor,Car,Yes
S11_W_D_0002,16,Male,Suburban,Low,90.98,3.2,2,81.81,71.78,No,5.1,High,Negative,Yes,Yes,No,Yes,Yes,Yes,19,8,2,4,High,West,11th,D,Master,Teacher,Noisy,No,Anxious,Good,Car,No
S6_W_A_0001,12,Female,Urban,Medium,82.32,2.9,0,40.88,73.09,No,5.4,Medium,Neutral,Yes,No,No,Yes,Yes,No,10,0,1,2,High,West,6th,A,High School,Farmer,Noisy,Yes,Anxious,Poor,Walk,Yes
S8_W_B_0005,14,Male,Rural,High,84.46,4.9,2,46.83,52.88,Yes,7.9,Low,Positive,No,Yes,No,Yes,Yes,No,6,2,3,3,Medium,West,8th,B,Master,Engineer,Shared,No,Anxious,Poor,Cycle,Yes
S8_S_C_0003,14,Male,Suburban,Medium,89.78,4.3,2,96.34,91.37,No,5.2,Medium,Negative,No,No,Yes,No,Yes,Yes,13,0,3,2,High,South,8th,C,Master,Engineer,Noisy,No,Anxious,Average,Bus,No
S8_E_D_0002,14,Female,Rural,Low,90.49,4.1,1,43.01,98.93,Yes,6.7,Medium,Negative,Yes,Yes,Yes,No,Yes,No,6,6,1,1,High,East,8th,D,Master,Teacher,Shared,Yes,Stable,Average,Car,Yes
S10_S_B_0003,15,Female,Suburban,Low,82.22,4.8,2,42.84,79.64,Yes,7.8,Low,Neutral,Yes,Yes,No,No,No,Yes,15,4,1,0,High,South,10th,B,Master,Engineer,Quiet,Yes,Stable,Good,Car,Yes
S8_W_D_0002,14,Male,Urban,Medium,98.08,5.5,0,87.51,76.24,Yes,4.1,Low,Neutral,No,No,No,No,Yes,No,15,8,0,1,Medium,West,8th,D,Master,Teacher,Quiet,Yes,Stressed,Good,Car,Yes
S6_W_C_0001,12,Female,Rural,Medium,92.73,1.9,2,53.65,86.45,Yes,7.2,Medium,Neutral,No,Yes,No,Yes,Yes,No,9,8,2,1,High,West,6th,C,High School,Unemployed,Shared,No,Stable,Good,Walk,No
S9_N_A_0005,15,Female,Rural,Medium,93.19,1.8,3,87.76,80.46,No,7.0,Low,Positive,Yes,No,Yes,Yes,Yes,Yes,17,1,0,3,Low,North,9th,A,High School,Teacher,Shared,No,Stable,Poor,Car,No
S11_E_B_0001,16,Male,Urban,Low,91.32,4.5,0,51.19,84.36,No,8.1,High,Neutral,No,Yes,Yes,No,Yes,Yes,18,1,0,0,Medium,East,11th,B,Master,Teacher,Noisy,No,Stable,Good,Cycle,Yes
S6_N_C_0002,12,Male,Rural,Low,76.2,5.9,2,72.46,68.88,No,4.5,Low,Neutral,No,Yes,No,No,No,No,0,4,2,0,Medium,North,6th,C,High School,Engineer,Noisy,Yes,Anxious,Good,Car,No
S10_N_A_0003,16,Male,Rural,High,94.57,1.2,1,62.53,49.41,Yes,8.7,Low,Negative,Yes,No,No,Yes,Yes,No,4,0,4,3,High,North,10th,A,,Engineer,Noisy,Yes,Stable,Average,Bus,Yes
S9_S_C_0002,15,Female,Urban,Medium,90.74,5.3,3,47.71,98.62,Yes,7.9,Low,Negative,No,Yes,No,Yes,No,No,18,6,4,0,High,South,9th,C,Master,Unemployed,Noisy,No,Stable,Good,Walk,No
S6_W_C_0002,12,Female,Urban,High,96.96,4.8,3,92.22,46.62,Yes,9.0,High,Neutral,Yes,No,No,Yes,No,Yes,14,6,3,0,Medium,West,6th,C,,Farmer,Shared,Yes,Stressed,Poor,Walk,Yes
S12_W_A_0002,17,Female,Suburban,Low,98.19,1.4,0,80.38,91.82,Yes,6.4,High,Negative,Yes,No,Yes,No,Yes,No,8,8,0,2,Medium,West,12th,A,Master,Unemployed,Noisy,No,Stable,Good,Walk,No
S11_E_B_0002,16,Male,Urban,Medium,97.36,4.3,0,75.42,78.84,Yes,4.0,High,Negative,No,No,Yes,No,No,Yes,8,5,3,0,Medium,East,11th,B,Bachelor,Engineer,Shared,Yes,Stable,Average,Cycle,Yes
S9_W_B_0003,14,Female,Urban,High,99.07,4.0,0,89.33,99.8,Yes,5.2,Low,Positive,No,No,No,Yes,No,No,3,0,0,4,Medium,West,9th,B,Master,Unemployed,Noisy,No,Anxious,Average,Cycle,Yes
S9_N_D_0005,15,Female,Rural,Low,80.81,3.3,1,41.94,43.32,Yes,8.1,Low,Negative,No,No,Yes,No,Yes,Yes,9,4,4,3,Low,North,9th,D,Master,Unemployed,Quiet,No,Stable,Good,Walk,No
S12_N_A_0002,17,Male,Urban,High,76.12,2.7,2,60.58,58.48,No,5.8,High,Positive,Yes,No,No,Yes,No,Yes,15,3,3,1,Medium,North,12th,A,Master,Farmer,Noisy,Yes,Stable,Average,Cycle,No
S6_N_A_0003,12,Female,Suburban,Low,86.45,1.2,2,96.24,98.75,Yes,8.1,Low,Neutral,No,No,Yes,Yes,No,Yes,13,3,1,2,High,North,6th,A,High School,Engineer,Quiet,Yes,Stressed,Average,Cycle,Yes
S12_N_C_0003,17,Male,Rural,High,90.84,5.1,2,85.36,49.35,Yes,8.1,Low,Negative,No,Yes,Yes,No,Yes,No,14,4,4,4,High,North,12th,C,,Teacher,Noisy,No,Anxious,Average,Bus,No
S9_W_A_0002,14,Female,Suburban,Low,80.62,5.3,3,70.6,50.45,No,8.9,High,Neutral,Yes,No,No,No,No,Yes,4,8,1,1,Medium,West,9th,A,,Teacher,Shared,No,Anxious,Average,Walk,Yes
S8_N_D_0004,14,Male,Rural,Medium,87.04,1.1,3,63.6,53.51,Yes,7.3,Medium,Neutral,No,Yes,No,No,Yes,No,18,5,0,3,Medium,North,8th,D,High School,Unemployed,Shared,Yes,Stable,Average,Bus,No
S8_E_D_0003,14,Male,Suburban,Medium,99.9,1.1,2,57.82,62.76,No,7.2,High,Negative,No,Yes,No,Yes,No,No,13,8,2,2,Low,East,8th,D,Master,Engineer,Noisy,No,Anxious,Good,Walk,Yes
S10_S_A_0002,16,Male,Urban,Medium,99.69,4.4,3,68.52,48.59,No,8.7,Low,Neutral,No,Yes,No,No,No,Yes,8,7,3,4,High,South,10th,A,Master,Unemployed,Quiet,Yes,Stressed,Good,Walk,Yes
S10_N_A_0004,15,Female,Suburban,High,88.63,5.4,0,52.84,84.63,No,5.1,Low,Positive,No,No,No,Yes,Yes,No,7,7,4,3,Medium,North,10th,A,Bachelor,Teacher,Quiet,No,Anxious,Good,Bus,Yes
S6_N_B_0002,12,Female,Rural,Medium,94.97,4.6,1,67.22,60.99,Yes,7.4,High,Positive,No,No,Yes,No,No,Yes,19,0,4,1,Medium,North,6th,B,Master,Farmer,Quiet,No,Anxious,Average,Car,Yes
S8_W_C_0003,13,Female,Suburban,High,90.78,4.2,0,92.54,80.11,No,5.5,High,Neutral,Yes,Yes,Yes,Yes,No,Yes,3,5,0,3,High,West,8th,C,,Farmer,Shared,Yes,Stable,Good,Car,Yes
S11_W_B_0004,16,Male,Suburban,Medium,97.51,4.3,1,51.12,90.35,No,8.2,Medium,Negative,No,Yes,No,No,Yes,No,10,4,4,3,Low,West,11th,B,Bachelor,Engineer,Shared,Yes,Stable,Poor,Car,Yes
S10_N_A_0005,15,Female,Rural,Low,77.75,2.2,1,71.98,40.78,No,5.1,High,Positive,No,No,Yes,No,No,Yes,17,2,4,2,High,North,10th,A,Master,Unemployed,Shared,No,Anxious,Good,Car,Yes
S7_W_A_0001,12,Female,Rural,Low,96.73,1.9,1,98.1,43.93,Yes,8.7,Medium,Negative,No,No,Yes,No,No,Yes,6,9,1,3,High,West,7th,A,Master,Engineer,Quiet,Yes,Anxious,Average,Cycle,No
S10_S_D_0002,15,Female,Urban,Low,79.73,4.8,3,99.25,46.74,Yes,6.3,Low,Positive,Yes,Yes,Yes,Yes,Yes,Yes,14,7,1,3,Low,South,10th,D,Bachelor,Engineer,Shared,No,Stable,Average,Bus,No
S11_E_C_0002,17,Female,Rural,Low,89.94,2.0,1,80.56,67.04,Yes,8.0,Low,Negative,No,Yes,No,No,Yes,No,18,1,2,1,Medium,East,11th,C,High School,Engineer,Shared,No,Anxious,Average,Cycle,No
S8_E_B_0002,13,Male,Suburban,High,95.91,4.8,1,88.65,90.16,No,7.3,Low,Negative,Yes,No,No,Yes,Yes,No,5,4,0,2,Low,East,8th,B,Bachelor,Farmer,Shared,No,Stressed,Good,Walk,Yes
S7_N_B_0002,13,Male,Rural,High,90.31,4.2,3,81.37,56.4,No,5.5,High,Neutral,No,Yes,Yes,Yes,Yes,Yes,6,9,4,1,Low,North,7th,B,Bachelor,Farmer,Shared,Yes,Stressed,Poor,Car,Yes
S10_N_B_0001,15,Female,Rural,High,92.93,4.8,3,85.82,85.9,No,4.0,Medium,Negative,No,No,No,Yes,Yes,Yes,15,0,1,0,High,North,10th,B,Bachelor,Engineer,Shared,Yes,Stable,Poor,Cycle,No
S6_S_A_0001,12,Female,Urban,High,95.93,1.7,3,57.76,58.7,Yes,5.8,High,Positive,Yes,Yes,No,No,Yes,Yes,18,1,4,0,High,South,6th,A,Bachelor,Unemployed,Noisy,No,Stable,Average,Car,Yes
S11_W_D_0003,16,Male,Urban,High,80.65,3.5,3,75.75,44.62,Yes,8.4,Low,Neutral,No,Yes,Yes,No,No,Yes,16,2,1,3,Medium,West,11th,D,Master,Unemployed,Noisy,Yes,Stressed,Poor,Walk,Yes
S8_N_C_0002,13,Female,Suburban,Low,96.05,4.5,0,64.65,85.59,No,7.9,Medium,Negative,Yes,No,Yes,Yes,Yes,Yes,1,5,1,3,Medium,North,8th,C,,Unemployed,Shared,No,Stressed,Poor,Walk,No
S6_E_C_0004,12,Male,Suburban,Low,83.75,2.3,0,57.2,57.74,Yes,8.0,Low,Neutral,Yes,Yes,No,Yes,No,No,9,8,1,2,Medium,East,6th,C,Bachelor,Unemployed,Quiet,No,Anxious,Poor,Car,Yes
S9_S_A_0001,14,Female,Suburban,Low,81.82,1.4,0,97.68,91.03,No,6.7,Low,Positive,Yes,Yes,Yes,No,No,No,15,1,0,0,High,South,9th,A,High School,Farmer,Noisy,No,Stable,Good,Cycle,No
S8_E_A_0005,14,Male,Rural,Medium,87.94,5.0,3,66.05,89.68,Yes,4.1,Medium,Negative,Yes,No,Yes,Yes,No,Yes,7,8,3,3,Medium,East,8th,A,Master,Farmer,Noisy,No,Stable,Good,Bus,Yes
S11_W_B_0005,16,Male,Suburban,Low,98.8,2.3,2,40.28,94.9,No,8.8,High,Negative,No,No,No,No,Yes,Yes,16,7,3,3,High,West,11th,B,High School,Farmer,Shared,No,Stressed,Poor,Car,No
S12_N_B_0001,17,Female,Suburban,Low,86.59,5.7,1,57.49,71.14,Yes,7.8,Medium,Neutral,Yes,Yes,No,Yes,No,No,17,6,4,4,Low,North,12th,B,High School,Unemployed,Noisy,Yes,Stressed,Good,Bus,Yes
S9_W_B_0004,15,Female,Suburban,Low,99.41,3.0,3,94.63,71.82,Yes,6.3,Low,Negative,No,No,Yes,Yes,Yes,Yes,7,0,3,4,High,West,9th,B,,Unemployed,Quiet,Yes,Stable,Average,Car,No
S11_N_C_0002,16,Male,Rural,Medium,79.32,5.7,1,95.49,83.26,No,4.8,High,Neutral,Yes,Yes,Yes,No,Yes,No,15,2,1,1,High,North,11th,C,High School,Teacher,Noisy,Yes,Stressed,Poor,Bus,No
S10_W_B_0001,16,Female,Suburban,Medium,76.84,1.5,2,46.93,78.47,Yes,8.9,Low,Negative,Yes,No,No,No,No,No,15,0,2,4,Low,West,10th,B,Bachelor,Engineer,Quiet,No,Stressed,Good,Bus,Yes
S10_N_C_0004,15,Female,Suburban,Low,79.95,1.3,3,83.33,80.58,Yes,6.3,High,Neutral,No,No,No,No,No,Yes,15,7,1,3,High,North,10th,C,Bachelor,Unemployed,Shared,No,Anxious,Good,Car,Yes
S12_N_C_0004,17,Male,Suburban,Low,89.49,2.6,0,80.51,44.81,No,5.6,Low,Positive,Yes,Yes,No,No,Yes,Yes,13,8,2,2,Low,North,12th,C,Master,Engineer,Shared,No,Anxious,Average,Bus,No
S7_W_C_0001,12,Female,Urban,High,78.93,3.2,1,45.24,54.35,No,8.3,Low,Positive,Yes,No,No,Yes,No,No,3,5,2,2,Low,West,7th,C,,Unemployed,Shared,Yes,Stable,Good,Walk,Yes
S9_N_B_0001,14,Female,Urban,Medium,78.4,2.6,1,70.13,41.04,No,8.8,Low,Negative,No,Yes,No,Yes,Yes,No,12,7,4,4,Low,North,9th,B,,Farmer,Noisy,No,Stable,Good,Bus,Yes
S6_N_D_0002,12,Female,Rural,Medium,82.23,1.8,0,53.2,43.02,No,7.7,Low,Negative,No,No,Yes,No,No,Yes,4,7,4,4,High,North,6th,D,Master,Engineer,Shared,Yes,Stressed,Good,Cycle,Yes
S6_N_B_0003,12,Female,Suburban,High,86.9,5.1,1,67.84,64.63,Yes,5.3,Medium,Negative,Yes,Yes,No,Yes,Yes,No,3,4,3,0,High,North,6th,B,Bachelor,Unemployed,Shared,No,Stressed,Good,Car,No
S6_S_B_0001,12,Male,Suburban,Medium,84.61,2.9,3,68.95,52.18,No,7.1,Low,Positive,No,No,No,No,Yes,No,1,9,1,4,Medium,South,6th,B,High School,Farmer,Noisy,No,Anxious,Average,Walk,No
S6_S_A_0002,11,Male,Urban,High,76.11,3.0,0,75.64,99.55,No,8.9,Medium,Positive,No,No,Yes,Yes,No,Yes,5,6,1,0,Medium,South,6th,A,Master,Teacher,Quiet,Yes,Stable,Poor,Bus,Yes
S6_W_A_0002,12,Female,Suburban,Low,87.05,4.1,2,80.54,86.9,Yes,4.8,Low,Negative,Yes,No,Yes,Yes,No,Yes,7,7,4,2,High,West,6th,A,High School,Teacher,Shared,Yes,Stressed,Good,Cycle,Yes
S7_W_A_0002,13,Male,Rural,High,86.7,3.2,2,50.21,70.45,Yes,6.7,Low,Neutral,No,Yes,No,No,No,Yes,7,8,3,2,Low,West,7th,A,High School,Farmer,Quiet,Yes,Stressed,Good,Cycle,No
S7_S_D_0002,12,Male,Suburban,High,82.1,4.1,2,46.74,43.6,Yes,5.9,Low,Positive,No,No,No,Yes,Yes,Yes,10,0,0,0,Low,South,7th,D,,Teacher,Shared,Yes,Anxious,Good,Cycle,No
S11_S_D_0001,16,Female,Rural,Medium,78.97,5.2,3,48.84,58.63,Yes,4.2,Low,Neutral,No,No,Yes,No,Yes,No,11,7,2,1,Low,South,11th,D,Master,Unemployed,Noisy,Yes,Stable,Poor,Car,No
S8_E_B_0003,13,Female,Rural,Medium,95.48,1.9,3,69.44,84.21,No,5.6,Low,Negative,No,Yes,No,Yes,Yes,Yes,4,2,3,1,Low,East,8th,B,Bachelor,Teacher,Quiet,No,Stable,Average,Walk,Yes
S10_S_C_0002,15,Male,Rural,High,75.32,2.7,3,46.12,40.1,Yes,5.6,High,Neutral,Yes,No,No,Yes,No,Yes,5,3,0,1,Low,South,10th,C,High School,Engineer,Quiet,Yes,Stressed,Good,Cycle,Yes
S10_S_D_0003,15,Female,Urban,High,85.15,4.6,0,71.73,82.26,Yes,6.4,Low,Positive,Yes,Yes,No,Yes,No,No,16,3,4,0,High,South,10th,D,Master,Farmer,Quiet,No,Stable,Good,Walk,No
S6_E_C_0005,12,Male,Urban,Medium,96.89,5.0,1,95.91,73.67,Yes,5.7,High,Negative,Yes,Yes,Yes,Yes,No,No,12,0,2,3,Low,East,6th,C,Bachelor,Unemployed,Shared,No,Anxious,Good,Car,Yes
S9_N_A_0006,15,Female,Suburban,Medium,98.25,4.6,2,92.16,98.63,No,5.4,Low,Neutral,No,No,No,Yes,Yes,No,13,1,2,0,Low,North,9th,A,,Teacher,Noisy,No,Stable,Good,Cycle,Yes
S8_N_A_0003,14,Female,Rural,High,94.35,5.5,2,85.73,65.68,No,7.6,Medium,Negative,Yes,No,Yes,Yes,Yes,Yes,12,6,0,3,Low,North,8th,A,,Teacher,Shared,No,Anxious,Average,Cycle,No
S7_E_C_0003,13,Female,Rural,Low,78.07,4.6,2,69.79,81.96,No,4.1,Low,Neutral,No,No,Yes,No,Yes,No,11,5,0,1,High,East,7th,C,Bachelor,Unemployed,Noisy,Yes,Anxious,Poor,Cycle,No
S12_N_C_0005,17,Male,Suburban,Medium,89.4,2.5,1,97.09,40.78,No,9.0,Low,Negative,Yes,Yes,No,Yes,Yes,Yes,17,2,0,1,Medium,North,12th,C,Bachelor,Unemployed,Noisy,Yes,Anxious,Good,Walk,No
S9_S_C_0003,15,Male,Rural,Low,86.56,5.4,0,61.22,46.63,Yes,8.0,Low,Negative,No,Yes,No,No,Yes,Yes,19,6,2,3,High,South,9th,C,High School,Farmer,Shared,No,Anxious,Good,Bus,No
S6_W_B_0001,12,Male,Urban,Low,87.06,3.2,1,92.81,72.83,No,7.3,High,Neutral,Yes,Yes,Yes,Yes,No,No,18,5,4,2,Medium,West,6th,B,High School,Farmer,Noisy,Yes,Anxious,Good,Car,Yes
